Day fraction since midnight on 11/17/2018	Fluoride Probe (volts)	balance ()	balance2 ()
3:27:46 PM	0.61449957	-999999	732.2
3:27:47 PM	0.61450297	-999999	732.2
3:27:48 PM	0.61450428	-999999	732.2
3:27:49 PM	0.6144979	-999999	732.2
3:27:50 PM	0.61452162	-999999	732.2
3:27:51 PM	0.61451781	-999999	732.2
3:27:52 PM	0.61449307	-999999	732.2
3:27:53 PM	0.61451638	-999999	732.2
3:27:54 PM	0.61451143	-999999	732.2
3:27:55 PM	0.61450642	-999999	732.2
3:27:56 PM	0.61449832	-999999	732.2
3:27:57 PM	0.61449909	-999999	732.2
3:27:58 PM	0.61451173	-999999	732.2
3:27:59 PM	0.61450344	-999999	732.2
3:28:00 PM	0.61450404	-999999	732.3
3:28:01 PM	0.614528	-999999	732.2
3:28:02 PM	0.61450928	-999999	732.2
3:28:03 PM	0.61452127	-999999	732.2
3:28:04 PM	0.61450976	-999999	732.2
3:28:05 PM	0.61450994	-999999	732.3
3:28:06 PM	0.61451876	-999999	732.3
3:28:07 PM	0.61451155	-999999	732.2
3:28:08 PM	0.61450773	-999999	732.2
3:28:09 PM	0.61450863	-999999	732.2
3:28:10 PM	0.61451137	-999999	732.2
3:28:11 PM	0.61450452	-999999	732.2
3:28:12 PM	0.61450964	-999999	732.2
3:28:13 PM	0.61450493	-999999	732.2
3:28:14 PM	0.61449385	-999999	732.2
3:28:15 PM	0.61450219	-999999	732.2
3:28:16 PM	0.61449414	-999999	732.2
3:28:17 PM	0.61451811	-999999	732.2
3:28:18 PM	0.61450183	-999999	732.2
3:28:19 PM	0.61449701	-999999	732.2
3:28:20 PM	0.61451548	-999999	732.2
3:28:21 PM	0.61449414	-999999	732.2
3:28:22 PM	0.61450982	-999999	732.2
3:28:23 PM	0.61450464	-999999	732.2
3:28:24 PM	0.61451066	-999999	732.2
3:28:25 PM	0.61451548	-999999	732.2
3:28:26 PM	0.61451399	-999999	732.2
3:28:27 PM	0.61450183	-999999	732.2
3:28:28 PM	0.61449879	-999999	732.2
3:28:29 PM	0.61451417	-999999	732.2
3:28:30 PM	0.61450464	-999999	732.2
3:28:31 PM	0.61449468	-999999	732.2
3:28:32 PM	0.61449426	-999999	732.2
3:28:33 PM	0.6144855	-999999	732.2
3:28:34 PM	0.61450028	-999999	732.2
3:28:35 PM	0.61449099	-999999	732.2
3:28:36 PM	0.61448663	-999999	732.2
3:28:37 PM	0.61450052	-999999	732.2
3:28:38 PM	0.61452174	-999999	732.2
3:28:39 PM	0.61449873	-999999	732.2
3:28:40 PM	0.61448777	-999999	732.2
3:28:41 PM	0.61449564	-999999	732.2
3:28:42 PM	0.61450064	-999999	732.2
3:28:43 PM	0.61449414	-999999	732.2
3:28:44 PM	0.61448592	-999999	732.2
3:28:45 PM	0.61449409	-999999	732.2
3:28:46 PM	0.61449426	-999999	732.2
3:28:47 PM	0.61449146	-999999	732.2
3:28:48 PM	0.61449587	-999999	732.2
3:28:49 PM	0.61449593	-999999	732.2
3:28:50 PM	0.61448807	-999999	732.2
3:28:51 PM	0.61448503	-999999	732.2
3:28:52 PM	0.61448491	-999999	732.3
3:28:53 PM	0.61448216	-999999	732.2
3:28:54 PM	0.61450291	-999999	732.2
3:28:55 PM	0.61449134	-999999	732.2
3:28:56 PM	0.61449188	-999999	732.2
3:28:57 PM	0.61449564	-999999	732.2
3:28:58 PM	0.61449891	-999999	732.2
3:28:59 PM	0.61447865	-999999	732.2
3:29:00 PM	0.61449587	-999999	732.2
3:29:01 PM	0.61448574	-999999	732.2
3:29:02 PM	0.61447859	-999999	732.2
3:29:03 PM	0.61450309	-999999	732.2
3:29:04 PM	0.61450249	-999999	732.2
3:29:05 PM	0.61449128	-999999	732.2
3:29:06 PM	0.61449391	-999999	732.2
3:29:07 PM	0.61449027	-999999	732.2
3:29:08 PM	0.61449349	-999999	732.2
3:29:09 PM	0.61449087	-999999	732.2
3:29:10 PM	0.61447084	-999999	732.2
3:29:11 PM	0.61450112	-999999	732.2
3:29:12 PM	0.61448383	-999999	732.2
3:29:13 PM	0.61449391	-999999	732.2
3:29:14 PM	0.61448789	-999999	732.2
3:29:15 PM	0.61448443	-999999	732.2
3:29:16 PM	0.61447108	-999999	732.2
3:29:17 PM	0.61447889	-999999	732.1
3:29:18 PM	0.61447912	-999999	732.2
3:29:19 PM	0.61448258	-999999	732.2
3:29:20 PM	0.61449218	-999999	732.2
3:29:21 PM	0.61449599	-999999	732.2
3:29:22 PM	0.61448592	-999999	732.2
3:29:23 PM	0.61448431	-999999	732.2
3:29:24 PM	0.61449236	-999999	732.2
3:29:25 PM	0.6144765	-999999	732.2
3:29:26 PM	0.61446941	-999999	732.2
3:29:27 PM	0.61448228	-999999	732.2
3:29:28 PM	0.61448157	-999999	732.2
3:29:29 PM	0.61446708	-999999	732.2
3:29:30 PM	0.6144855	-999999	732.2
3:29:31 PM	0.61449474	-999999	732.2
3:29:32 PM	0.61448181	-999999	732.2
3:29:33 PM	0.6144703	-999999	732.2
3:29:34 PM	0.6144734	-999999	732.2
3:29:35 PM	0.61448246	-999999	732.1
3:29:36 PM	0.61447906	-999999	732.2
3:29:37 PM	0.61447161	-999999	732.2
3:29:38 PM	0.61448199	-999999	732.2
3:29:39 PM	0.61448264	-999999	732.2
3:29:40 PM	0.61447114	-999999	732.2
3:29:41 PM	0.61448073	-999999	732.2
3:29:42 PM	0.61448711	-999999	732.1
3:29:43 PM	0.61448294	-999999	732.1
3:29:44 PM	0.61448294	-999999	732.2
3:29:45 PM	0.61447221	-999999	732.2
3:29:46 PM	0.61448652	-999999	732.2
3:29:47 PM	0.61446327	-999999	732.1
3:29:48 PM	0.6144861	-999999	732.1
3:29:49 PM	0.61447895	-999999	732.2
3:29:50 PM	0.61449033	-999999	732.1
3:29:51 PM	0.61446708	-999999	732.1
3:29:52 PM	0.61448282	-999999	732.1
3:29:53 PM	0.614474	-999999	732.1
3:29:54 PM	0.61447477	-999999	732.1
3:29:55 PM	0.61446494	-999999	732.2
3:29:56 PM	0.61445785	-999999	732.1
3:29:57 PM	0.61447948	-999999	732.1
3:29:58 PM	0.61446518	-999999	732.1
3:29:59 PM	0.61447066	-999999	732.1
3:30:00 PM	0.61446285	-999999	732.1
3:30:01 PM	0.61447704	-999999	732.2
3:30:02 PM	0.61446446	-999999	732.2
3:30:03 PM	0.61447179	-999999	732.1
3:30:04 PM	0.61448097	-999999	732.2
3:30:05 PM	0.61446786	-999999	732.1
3:30:06 PM	0.61446577	-999999	732.1
3:30:07 PM	0.61448354	-999999	732.2
3:30:08 PM	0.61447054	-999999	732.2
3:30:09 PM	0.61447042	-999999	732.2
3:30:10 PM	0.61446482	-999999	732.2
3:30:11 PM	0.61445826	-999999	732.2
3:30:12 PM	0.614456	-999999	732.1
3:30:13 PM	0.61444497	-999999	732.2
3:30:14 PM	0.61444438	-999999	732.2
3:30:15 PM	0.61446178	-999999	732.2
3:30:16 PM	0.61446726	-999999	732.1
3:30:17 PM	0.61446768	-999999	732.2
3:30:18 PM	0.61447793	-999999	732.2
3:30:19 PM	0.61447591	-999999	732.1
3:30:20 PM	0.61447215	-999999	732.2
3:30:21 PM	0.61445934	-999999	732.2
3:30:22 PM	0.61447471	-999999	732.1
3:30:23 PM	0.61448652	-999999	732.2
3:30:24 PM	0.61446166	-999999	732.1
3:30:25 PM	0.61446458	-999999	732.1
3:30:26 PM	0.61448181	-999999	732.1
3:30:27 PM	0.61446786	-999999	732.1
3:30:28 PM	0.61447281	-999999	732.1
3:30:29 PM	0.6144678	-999999	732.1
3:30:30 PM	0.61446768	-999999	732.1
3:30:31 PM	0.61446613	-999999	732.1
3:30:32 PM	0.61446708	-999999	732.1
3:30:33 PM	0.61446589	-999999	732.1
3:30:34 PM	0.61445594	-999999	732.1
3:30:35 PM	0.61447453	-999999	732.1
3:30:36 PM	0.61447215	-999999	732.1
3:30:37 PM	0.61447304	-999999	732.1
3:30:38 PM	0.6144585	-999999	732.1
3:30:39 PM	0.61446279	-999999	732.1
3:30:40 PM	0.61445183	-999999	732.1
3:30:41 PM	0.61445862	-999999	732.1
3:30:42 PM	0.61447346	-999999	732.1
3:30:43 PM	0.6144498	-999999	732.1
3:30:44 PM	0.61444747	-999999	732.1
3:30:45 PM	0.61446363	-999999	732.1
3:30:46 PM	0.61446255	-999999	732.1
3:30:47 PM	0.61445361	-999999	732.1
3:30:48 PM	0.61445916	-999999	732.1
3:30:49 PM	0.61445814	-999999	732.1
3:30:50 PM	0.61446685	-999999	732.1
3:30:51 PM	0.61445808	-999999	732.1
3:30:52 PM	0.61446834	-999999	732.1
3:30:53 PM	0.61444485	-999999	732.1
3:30:54 PM	0.61446971	-999999	732.1
3:30:55 PM	0.61445922	-999999	732.1
3:30:56 PM	0.61445093	-999999	732.1
3:30:57 PM	0.61447322	-999999	732.1
3:30:58 PM	0.61445874	-999999	732.1
3:30:59 PM	0.61445457	-999999	732.1
3:31:00 PM	0.61445355	-999999	732.1
3:31:01 PM	0.61446303	-999999	732.1
3:31:02 PM	0.61447406	-999999	732.1
3:31:03 PM	0.61446351	-999999	732.1
3:31:04 PM	0.6144501	-999999	732.2
3:31:05 PM	0.61444491	-999999	732.2
3:31:06 PM	0.61445642	-999999	732.1
3:31:07 PM	0.61446071	-999999	732.1
3:31:08 PM	0.61444855	-999999	732.1
3:31:09 PM	0.61446625	-999999	732.1
3:31:10 PM	0.61444801	-999999	732.1
3:31:11 PM	0.61447489	-999999	732.1
3:31:12 PM	0.61444259	-999999	732.1
3:31:13 PM	0.61445749	-999999	732
3:31:14 PM	0.61446613	-999999	732
3:31:15 PM	0.61445481	-999999	732
3:31:16 PM	0.61444777	-999999	732
3:31:17 PM	0.61444944	-999999	732.1
3:31:18 PM	0.6144408	-999999	732.1
3:31:19 PM	0.61443675	-999999	732.1
3:31:20 PM	0.61445779	-999999	732
3:31:21 PM	0.6144563	-999999	732.1
3:31:22 PM	0.61445135	-999999	732.1
3:31:23 PM	0.61445129	-999999	732.1
3:31:24 PM	0.61444956	-999999	732.1
3:31:25 PM	0.61444241	-999999	732.1
3:31:26 PM	0.61444658	-999999	732.1
3:31:27 PM	0.61444229	-999999	732.1
3:31:28 PM	0.61446077	-999999	732.1
3:31:29 PM	0.61444712	-999999	732.1
3:31:30 PM	0.61444473	-999999	732.1
3:31:31 PM	0.61443651	-999999	732.1
3:31:32 PM	0.6144343	-999999	732.1
3:31:33 PM	0.61444414	-999999	732.1
3:31:34 PM	0.61443633	-999999	732.1
3:31:35 PM	0.61442119	-999999	732.1
3:31:36 PM	0.61444128	-999999	732.1
3:31:37 PM	0.61444461	-999999	732.1
3:31:38 PM	0.614447	-999999	732.1
3:31:39 PM	0.61443871	-999999	732.1
3:31:40 PM	0.614443	-999999	732.1
3:31:41 PM	0.61444253	-999999	732.1
3:31:42 PM	0.61442757	-999999	732
3:31:43 PM	0.61443692	-999999	732.1
3:31:44 PM	0.6144439	-999999	732.1
3:31:45 PM	0.61443228	-999999	732.1
3:31:46 PM	0.61443728	-999999	732.1
3:31:47 PM	0.61443245	-999999	732.1
3:31:48 PM	0.61442959	-999999	732.1
3:31:49 PM	0.61443168	-999999	732.1
3:31:50 PM	0.61443102	-999999	732.1
3:31:51 PM	0.61442012	-999999	732.1
3:31:52 PM	0.61444438	-999999	732.1
3:31:53 PM	0.61443412	-999999	732.1
3:31:54 PM	0.61443436	-999999	732.1
3:31:55 PM	0.61443341	-999999	732.1
3:31:56 PM	0.61444426	-999999	732.1
3:31:57 PM	0.61443609	-999999	732.1
3:31:58 PM	0.6144315	-999999	732.1
3:31:59 PM	0.61443245	-999999	732.1
3:32:00 PM	0.61443615	-999999	732
3:32:01 PM	0.61443722	-999999	732
3:32:02 PM	0.61442459	-999999	732.1
3:32:03 PM	0.61443359	-999999	732
3:32:04 PM	0.61443251	-999999	732
3:32:05 PM	0.61443359	-999999	732.1
3:32:06 PM	0.61443567	-999999	732
3:32:07 PM	0.61442697	-999999	732.1
3:32:08 PM	0.61444211	-999999	732.1
3:32:09 PM	0.61442572	-999999	732.1
3:32:10 PM	0.61444789	-999999	732.1
3:32:11 PM	0.61442906	-999999	732
3:32:12 PM	0.61441934	-999999	732
3:32:13 PM	0.61442775	-999999	732.1
3:32:14 PM	0.61443675	-999999	732
3:32:15 PM	0.61442471	-999999	732
3:32:16 PM	0.61442918	-999999	732
3:32:17 PM	0.61442888	-999999	732.1
3:32:18 PM	0.61441475	-999999	732.1
3:32:19 PM	0.61444509	-999999	732.1
3:32:20 PM	0.61442149	-999999	732.1
3:32:21 PM	0.61442024	-999999	732.1
3:32:22 PM	0.6144259	-999999	732
3:32:23 PM	0.61441994	-999999	732
3:32:24 PM	0.61443055	-999999	732.1
3:32:25 PM	0.61442363	-999999	732.1
3:32:26 PM	0.61441499	-999999	732.1
3:32:27 PM	0.61442381	-999999	732.1
3:32:28 PM	0.61442089	-999999	732.1
3:32:29 PM	0.61441755	-999999	732
3:32:30 PM	0.61442327	-999999	732
3:32:31 PM	0.61443311	-999999	732.1
3:32:32 PM	0.61442649	-999999	732
3:32:33 PM	0.61442834	-999999	732
3:32:34 PM	0.61441511	-999999	732.1
3:32:35 PM	0.61442059	-999999	732.1
3:32:36 PM	0.6144188	-999999	732.1
3:32:37 PM	0.61442697	-999999	732.1
3:32:38 PM	0.61441946	-999999	732
3:32:39 PM	0.61442488	-999999	732
3:32:40 PM	0.61440742	-999999	732.1
3:32:41 PM	0.61441737	-999999	732.1
3:32:42 PM	0.6144166	-999999	732.1
3:32:43 PM	0.61441493	-999999	732.1
3:32:44 PM	0.61441982	-999999	732.1
3:32:45 PM	0.61442006	-999999	732.1
3:32:46 PM	0.61442322	-999999	732.1
3:32:47 PM	0.61441958	-999999	732.1
3:32:48 PM	0.61440915	-999999	732.1
3:32:49 PM	0.61442286	-999999	732.1
3:32:50 PM	0.61441875	-999999	732.1
3:32:51 PM	0.61441827	-999999	732.1
3:32:52 PM	0.61442202	-999999	732.1
3:32:53 PM	0.6144228	-999999	732.1
3:32:54 PM	0.61442751	-999999	732.1
3:32:55 PM	0.61441267	-999999	732.1
3:32:56 PM	0.6144172	-999999	732.1
3:32:57 PM	0.61443728	-999999	732.1
3:32:58 PM	0.61442327	-999999	732.1
3:32:59 PM	0.61441851	-999999	732.1
3:33:00 PM	0.61440945	-999999	732.1
3:33:01 PM	0.61439836	-999999	732.1
3:33:02 PM	0.61440152	-999999	732.1
3:33:03 PM	0.61443079	-999999	732.1
3:33:04 PM	0.61441243	-999999	732.1
3:33:05 PM	0.6144231	-999999	732.1
3:33:06 PM	0.61442149	-999999	732.1
3:33:07 PM	0.61442018	-999999	732
3:33:08 PM	0.6144315	-999999	732.1
3:33:09 PM	0.61440772	-999999	732.1
3:33:10 PM	0.61444485	-999999	732.1
3:33:11 PM	0.61442226	-999999	732.1
3:33:12 PM	0.61440229	-999999	732.1
3:33:13 PM	0.6144166	-999999	732.1
3:33:14 PM	0.6143955	-999999	732.1
3:33:15 PM	0.61439353	-999999	732.1
3:33:16 PM	0.61442393	-999999	732.1
3:33:17 PM	0.61440504	-999999	732.1
3:33:18 PM	0.61440825	-999999	732.1
3:33:19 PM	0.61441427	-999999	732.1
3:33:20 PM	0.6144101	-999999	732.1
3:33:21 PM	0.61440271	-999999	732.1
3:33:22 PM	0.61440855	-999999	732.1
3:33:23 PM	0.61439979	-999999	732.1
3:33:24 PM	0.61440641	-999999	732.1
3:33:25 PM	0.61440301	-999999	732
3:33:26 PM	0.6143989	-999999	732.1
3:33:27 PM	0.61440402	-999999	732.1
3:33:28 PM	0.61440021	-999999	732.1
3:33:29 PM	0.61439908	-999999	732.1
3:33:30 PM	0.61439425	-999999	732.1
3:33:31 PM	0.61439675	-999999	732.1
3:33:32 PM	0.61439162	-999999	732
3:33:33 PM	0.61439043	-999999	732.1
3:33:34 PM	0.61440301	-999999	732.1
3:33:35 PM	0.61441112	-999999	732
3:33:36 PM	0.61439008	-999999	732
3:33:37 PM	0.61439264	-999999	732.1
3:33:38 PM	0.61441028	-999999	732.1
3:33:39 PM	0.61440188	-999999	732.1
3:33:40 PM	0.61439538	-999999	732.1
3:33:41 PM	0.61439323	-999999	732.1
3:33:42 PM	0.61438781	-999999	732.1
3:33:43 PM	0.61439204	-999999	732.1
3:33:44 PM	0.61440384	-999999	732.1
3:33:45 PM	0.61438918	-999999	732
3:33:46 PM	0.61440682	-999999	732.1
3:33:47 PM	0.61439508	-999999	732.1
3:33:48 PM	0.61439282	-999999	732.1
3:33:49 PM	0.61440057	-999999	732.1
3:33:50 PM	0.61439174	-999999	732
3:33:51 PM	0.61439842	-999999	732.1
3:33:52 PM	0.61439049	-999999	732
3:33:53 PM	0.61438	-999999	732
3:33:54 PM	0.61438042	-999999	732
3:33:55 PM	0.61438459	-999999	732.1
3:33:56 PM	0.61437982	-999999	732
3:33:57 PM	0.61439288	-999999	732
3:33:58 PM	0.61438781	-999999	732
3:33:59 PM	0.61437452	-999999	732
3:34:00 PM	0.6143899	-999999	732.1
3:34:01 PM	0.6143887	-999999	732
3:34:02 PM	0.61438894	-999999	732
3:34:03 PM	0.61439002	-999999	732.1
3:34:04 PM	0.61439061	-999999	732.1
3:34:05 PM	0.61437708	-999999	732
3:34:06 PM	0.61439377	-999999	732
3:34:07 PM	0.61438191	-999999	732
3:34:08 PM	0.61437708	-999999	732.1
3:34:09 PM	0.61437303	-999999	732
3:34:10 PM	0.6143859	-999999	732
3:34:11 PM	0.6143837	-999999	732
3:34:12 PM	0.6143887	-999999	732
3:34:13 PM	0.6143682	-999999	732
3:34:14 PM	0.61435503	-999999	732
3:34:15 PM	0.61438596	-999999	732
3:34:16 PM	0.61438209	-999999	732
3:34:17 PM	0.61438465	-999999	732
3:34:18 PM	0.61438394	-999999	732.1
3:34:19 PM	0.61439246	-999999	732.1
3:34:20 PM	0.61437893	-999999	732.1
3:34:21 PM	0.61438191	-999999	732.1
3:34:22 PM	0.61437339	-999999	732.1
3:34:23 PM	0.614389	-999999	732
3:34:24 PM	0.6143797	-999999	732
3:34:25 PM	0.61438274	-999999	732
3:34:26 PM	0.61439061	-999999	732
3:34:27 PM	0.61439252	-999999	732
3:34:28 PM	0.61436689	-999999	732
3:34:29 PM	0.6143738	-999999	732
3:34:30 PM	0.61437917	-999999	732
3:34:31 PM	0.6143856	-999999	732
3:34:32 PM	0.61437446	-999999	732
3:34:33 PM	0.61435658	-999999	732
3:34:34 PM	0.61438483	-999999	732
3:34:35 PM	0.61437267	-999999	732
3:34:36 PM	0.6143769	-999999	732
3:34:37 PM	0.61437547	-999999	732
3:34:38 PM	0.61436981	-999999	732
3:34:39 PM	0.61438119	-999999	732
3:34:40 PM	0.61438626	-999999	732
3:34:41 PM	0.61436754	-999999	732
3:34:42 PM	0.61437649	-999999	732
3:34:43 PM	0.61439759	-999999	732
3:34:44 PM	0.61437732	-999999	732
3:34:45 PM	0.61437231	-999999	732
3:34:46 PM	0.6143648	-999999	732
3:34:47 PM	0.61437643	-999999	732
3:34:48 PM	0.61437225	-999999	732
3:34:49 PM	0.61437291	-999999	732
3:34:50 PM	0.61437547	-999999	732
3:34:51 PM	0.61436445	-999999	732
3:34:52 PM	0.61437482	-999999	732
3:34:53 PM	0.61436224	-999999	732
3:34:54 PM	0.61435819	-999999	732
3:34:55 PM	0.61436015	-999999	732
3:34:56 PM	0.61438471	-999999	732
3:34:57 PM	0.61436582	-999999	732
3:34:58 PM	0.61435485	-999999	732
3:34:59 PM	0.61436015	-999999	732
3:35:00 PM	0.61436409	-999999	732
3:35:01 PM	0.61435759	-999999	732
3:35:02 PM	0.61436033	-999999	732
3:35:03 PM	0.6143586	-999999	732
3:35:04 PM	0.61437577	-999999	732
3:35:05 PM	0.61435658	-999999	732
3:35:06 PM	0.61436367	-999999	732
3:35:07 PM	0.61437464	-999999	732
3:35:08 PM	0.61436421	-999999	732
3:35:09 PM	0.61436266	-999999	732
3:35:10 PM	0.61435199	-999999	732
3:35:11 PM	0.61437356	-999999	732
3:35:12 PM	0.61437279	-999999	732
3:35:13 PM	0.61436737	-999999	732
3:35:14 PM	0.61434823	-999999	732
3:35:15 PM	0.61434275	-999999	732
3:35:16 PM	0.61437011	-999999	732
3:35:17 PM	0.61436898	-999999	732.1
3:35:18 PM	0.61437243	-999999	732
3:35:19 PM	0.61437339	-999999	732
3:35:20 PM	0.61435509	-999999	732
3:35:21 PM	0.61436212	-999999	732
3:35:22 PM	0.61435628	-999999	732
3:35:23 PM	0.61436421	-999999	732
3:35:24 PM	0.6143682	-999999	732
3:35:25 PM	0.61436415	-999999	732
3:35:26 PM	0.61436778	-999999	732
3:35:27 PM	0.61435628	-999999	732
3:35:28 PM	0.61435533	-999999	732
3:35:29 PM	0.61436158	-999999	732
3:35:30 PM	0.61433631	-999999	732
3:35:31 PM	0.61434406	-999999	732
3:35:32 PM	0.61433947	-999999	732
3:35:33 PM	0.61435837	-999999	732
3:35:34 PM	0.61434144	-999999	732
3:35:35 PM	0.61434937	-999999	732
3:35:36 PM	0.61436033	-999999	732.1
3:35:37 PM	0.61435759	-999999	732
3:35:38 PM	0.61435157	-999999	732
3:35:39 PM	0.61435682	-999999	732
3:35:40 PM	0.61436355	-999999	732
3:35:41 PM	0.6143499	-999999	732
3:35:42 PM	0.61435723	-999999	732
3:35:43 PM	0.61435169	-999999	732
3:35:44 PM	0.61435544	-999999	732
3:35:45 PM	0.61436164	-999999	732
3:35:46 PM	0.61435807	-999999	732
3:35:47 PM	0.61435807	-999999	732
3:35:48 PM	0.61435336	-999999	732
3:35:49 PM	0.61434734	-999999	732
3:35:50 PM	0.61434287	-999999	732
3:35:51 PM	0.61435843	-999999	732
3:35:52 PM	0.61434841	-999999	732
3:35:53 PM	0.61433643	-999999	732
3:35:54 PM	0.61434144	-999999	732
3:35:55 PM	0.61436385	-999999	732
3:35:56 PM	0.6143626	-999999	732
3:35:57 PM	0.61433768	-999999	732
3:35:58 PM	0.61434114	-999999	732
3:35:59 PM	0.61435473	-999999	732
3:36:00 PM	0.61434817	-999999	732
3:36:01 PM	0.61435145	-999999	732
3:36:02 PM	0.61435783	-999999	732
3:36:03 PM	0.61433083	-999999	732
3:36:04 PM	0.61433798	-999999	732
3:36:05 PM	0.61434954	-999999	732
3:36:06 PM	0.61435324	-999999	732
3:36:07 PM	0.61434788	-999999	732
3:36:08 PM	0.61434042	-999999	732
3:36:09 PM	0.61433506	-999999	732
3:36:10 PM	0.6143567	-999999	732
3:36:11 PM	0.61435521	-999999	732
3:36:12 PM	0.61436832	-999999	732
3:36:13 PM	0.61434555	-999999	732
3:36:14 PM	0.61434025	-999999	732
3:36:15 PM	0.61432636	-999999	732
3:36:16 PM	0.61435252	-999999	732
3:36:17 PM	0.61434656	-999999	732
3:36:18 PM	0.61433423	-999999	732
3:36:19 PM	0.61433917	-999999	732
3:36:20 PM	0.61433023	-999999	732
3:36:21 PM	0.61433941	-999999	732
3:36:22 PM	0.61436599	-999999	732
3:36:23 PM	0.6143446	-999999	732
3:36:24 PM	0.61434948	-999999	732
3:36:25 PM	0.61433083	-999999	732
3:36:26 PM	0.61434078	-999999	732
3:36:27 PM	0.61435407	-999999	732
3:36:28 PM	0.61435527	-999999	732
3:36:29 PM	0.61435145	-999999	732
3:36:30 PM	0.6143437	-999999	732
3:36:31 PM	0.61433125	-999999	732
3:36:32 PM	0.61432749	-999999	732
3:36:33 PM	0.61434567	-999999	732
3:36:34 PM	0.61433607	-999999	732
3:36:35 PM	0.61431605	-999999	731.9
3:36:36 PM	0.61432874	-999999	732
3:36:37 PM	0.61433601	-999999	732
3:36:38 PM	0.61433876	-999999	732
3:36:39 PM	0.61433232	-999999	732
3:36:40 PM	0.61434042	-999999	732
3:36:41 PM	0.61434472	-999999	732
3:36:42 PM	0.61433607	-999999	732
3:36:43 PM	0.61433357	-999999	732
3:36:44 PM	0.61434448	-999999	732
3:36:45 PM	0.61433125	-999999	732
3:36:46 PM	0.61433285	-999999	732
3:36:47 PM	0.61431873	-999999	732
3:36:48 PM	0.61435342	-999999	732
3:36:49 PM	0.61434644	-999999	732
3:36:50 PM	0.61433262	-999999	732
3:36:51 PM	0.61434394	-999999	732
3:36:52 PM	0.61432779	-999999	732
3:36:53 PM	0.61433542	-999999	732
3:36:54 PM	0.61433625	-999999	732
3:36:55 PM	0.6143353	-999999	732
3:36:56 PM	0.6143477	-999999	732
3:36:57 PM	0.61433583	-999999	732
3:36:58 PM	0.61435157	-999999	732
3:36:59 PM	0.61432934	-999999	732.3
3:37:00 PM	0.61434633	-999999	732.4
3:37:01 PM	0.61433506	-999999	732.3
3:37:02 PM	0.61432225	-999999	732.4
3:37:03 PM	0.61434513	-999999	732.3
3:37:04 PM	0.61433816	-999999	732.3
3:37:05 PM	0.61433178	-999999	732.3
3:37:06 PM	0.61434829	-999999	732.3
3:37:07 PM	0.61434102	-999999	732.2
3:37:08 PM	0.6143539	-999999	732.3
3:37:09 PM	0.61433554	-999999	732.3
3:37:10 PM	0.61433786	-999999	732.3
3:37:11 PM	0.61432558	-999999	732.3
3:37:12 PM	0.61433423	-999999	732.3
3:37:13 PM	0.61435813	-999999	732.3
3:37:14 PM	0.61434358	-999999	732.3
3:37:15 PM	0.61432755	-999999	732.3
3:37:16 PM	0.61432892	-999999	732.3
3:37:17 PM	0.61434025	-999999	732.3
3:37:18 PM	0.61434168	-999999	732.3
3:37:19 PM	0.61432213	-999999	732.3
3:37:20 PM	0.61431032	-999999	732.3
3:37:21 PM	0.61432254	-999999	732.3
3:37:22 PM	0.61432254	-999999	732.3
3:37:23 PM	0.61434203	-999999	732.3
3:37:24 PM	0.61434168	-999999	732.3
3:37:25 PM	0.61434418	-999999	732.3
3:37:26 PM	0.61434245	-999999	732.3
3:37:27 PM	0.61431706	-999999	732.3
3:37:28 PM	0.61433125	-999999	732.3
3:37:29 PM	0.61432469	-999999	732.3
3:37:30 PM	0.61432302	-999999	732.3
3:37:31 PM	0.61433947	-999999	732.3
3:37:32 PM	0.61432946	-999999	732.3
3:37:33 PM	0.61433142	-999999	732.3
3:37:34 PM	0.61433899	-999999	732.3
3:37:35 PM	0.6143465	-999999	732.3
3:37:36 PM	0.61431956	-999999	732.3
3:37:37 PM	0.61431515	-999999	732.3
3:37:38 PM	0.61432505	-999999	732.3
3:37:39 PM	0.61432427	-999999	732.3
3:37:40 PM	0.61432773	-999999	732.3
3:37:41 PM	0.61432779	-999999	732.3
3:37:42 PM	0.61432117	-999999	732.3
3:37:43 PM	0.61431432	-999999	732.3
3:37:44 PM	0.61434168	-999999	732.3
3:37:45 PM	0.61432207	-999999	732.3
3:37:46 PM	0.61433572	-999999	732.3
3:37:47 PM	0.61431396	-999999	732.3
3:37:48 PM	0.61431438	-999999	732.3
3:37:49 PM	0.61431676	-999999	732.3
3:37:50 PM	0.61433214	-999999	732.3
3:37:51 PM	0.61432552	-999999	732.3
3:37:52 PM	0.61432773	-999999	732.3
3:37:53 PM	0.61432886	-999999	732.3
3:37:54 PM	0.61432946	-999999	732.3
3:37:55 PM	0.61431915	-999999	732.3
3:37:56 PM	0.61431414	-999999	732.3
3:37:57 PM	0.61432546	-999999	732.3
3:37:58 PM	0.61432511	-999999	732.3
3:37:59 PM	0.61432707	-999999	732.3
3:38:00 PM	0.61432236	-999999	732.3
3:38:01 PM	0.61431575	-999999	732.3
3:38:02 PM	0.61432749	-999999	732.3
3:38:03 PM	0.61431462	-999999	732.3
3:38:04 PM	0.61432987	-999999	732.3
3:38:05 PM	0.61432648	-999999	732.2
3:38:06 PM	0.61432064	-999999	732.2
3:38:07 PM	0.61432368	-999999	732.2
3:38:08 PM	0.61432099	-999999	732.3
3:38:09 PM	0.61432046	-999999	732.3
