Day fraction since midnight on 11/17/2018	Fluoride Probe (volts)	balance ()	balance2 ()
2:49:22 PM	0.6146034	-999999	883.7
2:49:23 PM	0.61461735	-999999	883.7
2:49:24 PM	0.6146155	-999999	883.7
2:49:25 PM	0.61462784	-999999	883.7
2:49:26 PM	0.61463004	-999999	883.7
2:49:27 PM	0.61462432	-999999	883.7
2:49:28 PM	0.61461723	-999999	883.7
2:49:29 PM	0.61460787	-999999	883.7
2:49:30 PM	0.61461633	-999999	883.7
2:49:31 PM	0.61461115	-999999	883.7
2:49:32 PM	0.61462176	-999999	883.7
2:49:33 PM	0.61462647	-999999	883.7
2:49:34 PM	0.61460859	-999999	883.7
2:49:35 PM	0.61462635	-999999	883.7
2:49:36 PM	0.61463761	-999999	883.7
2:49:37 PM	0.61460119	-999999	883.7
2:49:38 PM	0.6146183	-999999	883.7
2:49:39 PM	0.6146242	-999999	883.7
2:49:40 PM	0.61462766	-999999	883.7
2:49:41 PM	0.61459541	-999999	883.7
2:49:42 PM	0.61458832	-999999	883.7
2:49:43 PM	0.61461323	-999999	883.7
2:49:44 PM	0.61461359	-999999	883.7
2:49:45 PM	0.61462551	-999999	883.7
2:49:46 PM	0.61463696	-999999	883.7
2:49:47 PM	0.61460727	-999999	883.7
2:49:48 PM	0.61461723	-999999	883.7
2:49:49 PM	0.61462009	-999999	883.7
2:49:50 PM	0.61462402	-999999	883.7
2:49:51 PM	0.61460292	-999999	883.7
2:49:52 PM	0.6146158	-999999	883.7
2:49:53 PM	0.61461061	-999999	883.7
2:49:54 PM	0.61462045	-999999	883.7
2:49:55 PM	0.61459661	-999999	883.7
2:49:56 PM	0.61460227	-999999	883.7
2:49:57 PM	0.61461705	-999999	883.7
2:49:58 PM	0.61462474	-999999	883.7
2:49:59 PM	0.61461121	-999999	883.7
2:50:00 PM	0.61462188	-999999	883.7
2:50:01 PM	0.61461502	-999999	883.7
2:50:02 PM	0.61462355	-999999	883.7
2:50:03 PM	0.61460531	-999999	883.7
2:50:04 PM	0.61462355	-999999	883.7
2:50:05 PM	0.61460996	-999999	883.7
2:50:06 PM	0.61461514	-999999	883.7
2:50:07 PM	0.61460525	-999999	883.7
2:50:08 PM	0.61462659	-999999	883.7
2:50:09 PM	0.61460912	-999999	883.7
2:50:10 PM	0.61461771	-999999	883.7
2:50:11 PM	0.61460745	-999999	883.7
2:50:12 PM	0.61462575	-999999	883.7
2:50:13 PM	0.61462969	-999999	883.7
2:50:14 PM	0.6146239	-999999	883.7
2:50:15 PM	0.61461544	-999999	883.7
2:50:16 PM	0.61462849	-999999	883.7
2:50:17 PM	0.61462259	-999999	883.7
2:50:18 PM	0.61465061	-999999	883.7
2:50:19 PM	0.61461943	-999999	883.7
2:50:20 PM	0.61463898	-999999	883.7
2:50:21 PM	0.61462927	-999999	883.7
2:50:22 PM	0.6146301	-999999	883.7
2:50:23 PM	0.6146217	-999999	883.7
2:50:24 PM	0.61463356	-999999	883.7
2:50:25 PM	0.61463577	-999999	883.7
2:50:26 PM	0.6146273	-999999	883.7
2:50:27 PM	0.6146071	-999999	883.6
2:50:28 PM	0.61464083	-999999	883.7
2:50:29 PM	0.61462849	-999999	883.7
2:50:30 PM	0.614631	-999999	883.7
2:50:31 PM	0.61463577	-999999	883.7
2:50:32 PM	0.61462253	-999999	883.7
2:50:33 PM	0.61462909	-999999	883.7
2:50:34 PM	0.61463505	-999999	883.7
2:50:35 PM	0.61465174	-999999	883.7
2:50:36 PM	0.61463368	-999999	883.7
2:50:37 PM	0.61463279	-999999	883.7
2:50:38 PM	0.61464566	-999999	883.7
2:50:39 PM	0.61464036	-999999	883.7
2:50:40 PM	0.61463916	-999999	883.7
2:50:41 PM	0.61464894	-999999	883.7
2:50:42 PM	0.61462951	-999999	883.7
2:50:43 PM	0.61463809	-999999	883.7
2:50:44 PM	0.61463279	-999999	883.7
2:50:45 PM	0.6146431	-999999	883.7
2:50:46 PM	0.61464566	-999999	883.7
2:50:47 PM	0.6146462	-999999	883.7
2:50:48 PM	0.61462873	-999999	883.7
2:50:49 PM	0.61463279	-999999	883.7
2:50:50 PM	0.61464506	-999999	883.7
2:50:51 PM	0.61465597	-999999	883.7
2:50:52 PM	0.61466759	-999999	883.7
2:50:53 PM	0.61465514	-999999	883.7
2:50:54 PM	0.61463821	-999999	883.7
2:50:55 PM	0.6146456	-999999	883.7
2:50:56 PM	0.61465359	-999999	883.7
2:50:57 PM	0.61465096	-999999	883.7
2:50:58 PM	0.61466676	-999999	883.7
2:50:59 PM	0.61465925	-999999	883.7
2:51:00 PM	0.6146518	-999999	883.7
2:51:01 PM	0.61465383	-999999	883.7
2:51:02 PM	0.6146487	-999999	883.7
2:51:03 PM	0.61465251	-999999	883.6
2:51:04 PM	0.61464435	-999999	883.7
2:51:05 PM	0.61465776	-999999	883.6
2:51:06 PM	0.61465186	-999999	883.7
2:51:07 PM	0.61465281	-999999	883.7
2:51:08 PM	0.61465901	-999999	883.7
2:51:09 PM	0.6146794	-999999	883.6
2:51:10 PM	0.61465269	-999999	883.6
2:51:11 PM	0.61465704	-999999	883.7
2:51:12 PM	0.6146813	-999999	883.7
2:51:13 PM	0.61466932	-999999	883.7
2:51:14 PM	0.61465752	-999999	883.7
2:51:15 PM	0.61466599	-999999	883.7
2:51:16 PM	0.61467516	-999999	883.7
2:51:17 PM	0.61465061	-999999	883.7
2:51:18 PM	0.61466086	-999999	883.7
2:51:19 PM	0.61467206	-999999	883.6
2:51:20 PM	0.61466664	-999999	883.7
2:51:21 PM	0.61467052	-999999	883.7
2:51:22 PM	0.61465704	-999999	883.7
2:51:23 PM	0.61465615	-999999	883.7
2:51:24 PM	0.61467403	-999999	883.7
2:51:25 PM	0.61466676	-999999	883.7
2:51:26 PM	0.61466795	-999999	883.7
2:51:27 PM	0.6146642	-999999	883.7
2:51:28 PM	0.61465961	-999999	883.7
2:51:29 PM	0.61466891	-999999	883.7
2:51:30 PM	0.61467248	-999999	883.6
2:51:31 PM	0.61465752	-999999	883.6
2:51:32 PM	0.6146571	-999999	883.7
2:51:33 PM	0.61465585	-999999	883.7
2:51:34 PM	0.61467671	-999999	883.7
2:51:35 PM	0.61466378	-999999	883.7
2:51:36 PM	0.61466753	-999999	883.7
2:51:37 PM	0.61466855	-999999	883.7
2:51:38 PM	0.61467683	-999999	883.7
2:51:39 PM	0.61467481	-999999	883.7
2:51:40 PM	0.61466682	-999999	883.7
2:51:41 PM	0.61468208	-999999	883.7
2:51:42 PM	0.61466444	-999999	883.7
2:51:43 PM	0.61466599	-999999	883.7
2:51:44 PM	0.61468303	-999999	883.7
2:51:45 PM	0.61466956	-999999	883.6
2:51:46 PM	0.61468536	-999999	883.7
2:51:47 PM	0.61468822	-999999	883.7
2:51:48 PM	0.61468184	-999999	883.7
2:51:49 PM	0.61466217	-999999	883.7
2:51:50 PM	0.61468273	-999999	883.7
2:51:51 PM	0.61468422	-999999	883.7
2:51:52 PM	0.61467648	-999999	883.7
2:51:53 PM	0.61468685	-999999	883.7
2:51:54 PM	0.61468446	-999999	883.7
2:51:55 PM	0.61467606	-999999	883.7
2:51:56 PM	0.61468315	-999999	883.7
2:51:57 PM	0.61468077	-999999	883.7
2:51:58 PM	0.6146751	-999999	883.7
2:51:59 PM	0.61468303	-999999	883.6
2:52:00 PM	0.61467427	-999999	883.6
2:52:01 PM	0.61467844	-999999	883.6
2:52:02 PM	0.61468935	-999999	883.6
2:52:03 PM	0.61467075	-999999	883.6
2:52:04 PM	0.61467093	-999999	883.7
2:52:05 PM	0.61468005	-999999	883.6
2:52:06 PM	0.61467522	-999999	883.7
2:52:07 PM	0.61468363	-999999	883.7
2:52:08 PM	0.61466014	-999999	883.7
2:52:09 PM	0.61469024	-999999	883.7
2:52:10 PM	0.61467969	-999999	883.6
2:52:11 PM	0.61469305	-999999	883.6
2:52:12 PM	0.61469561	-999999	883.6
2:52:13 PM	0.61468971	-999999	883.7
2:52:14 PM	0.61467904	-999999	883.7
2:52:15 PM	0.61469102	-999999	883.7
2:52:16 PM	0.61469424	-999999	883.7
2:52:17 PM	0.6146847	-999999	883.7
2:52:18 PM	0.6146822	-999999	883.6
2:52:19 PM	0.61467922	-999999	883.6
2:52:20 PM	0.6146813	-999999	883.6
2:52:21 PM	0.6146934	-999999	883.6
2:52:22 PM	0.61469531	-999999	883.6
2:52:23 PM	0.61468369	-999999	883.6
2:52:24 PM	0.61469936	-999999	883.6
2:52:25 PM	0.61469841	-999999	883.6
2:52:26 PM	0.61469179	-999999	883.6
2:52:27 PM	0.61469084	-999999	883.6
2:52:28 PM	0.61469597	-999999	883.7
2:52:29 PM	0.61469156	-999999	883.7
2:52:30 PM	0.61470217	-999999	883.7
2:52:31 PM	0.61468691	-999999	883.7
2:52:32 PM	0.61469328	-999999	883.7
2:52:33 PM	0.61468828	-999999	883.6
2:52:34 PM	0.61469382	-999999	883.6
2:52:35 PM	0.61470944	-999999	883.7
2:52:36 PM	0.61469841	-999999	883.7
2:52:37 PM	0.61469275	-999999	883.6
2:52:38 PM	0.61469382	-999999	883.7
2:52:39 PM	0.61469835	-999999	883.7
2:52:40 PM	0.61469764	-999999	883.7
2:52:41 PM	0.61470675	-999999	883.7
2:52:42 PM	0.61470717	-999999	883.7
2:52:43 PM	0.61472011	-999999	883.7
2:52:44 PM	0.61469871	-999999	883.7
2:52:45 PM	0.61471093	-999999	883.7
2:52:46 PM	0.61470532	-999999	883.6
2:52:47 PM	0.61468953	-999999	883.7
2:52:48 PM	0.61471063	-999999	883.7
2:52:49 PM	0.61469531	-999999	883.6
2:52:50 PM	0.6147204	-999999	883.7
2:52:51 PM	0.61472178	-999999	883.7
2:52:52 PM	0.6146937	-999999	883.7
2:52:53 PM	0.6146971	-999999	883.7
2:52:54 PM	0.61471128	-999999	883.6
2:52:55 PM	0.61471093	-999999	883.6
2:52:56 PM	0.61469114	-999999	883.7
2:52:57 PM	0.61471647	-999999	883.7
2:52:58 PM	0.61471796	-999999	883.6
2:52:59 PM	0.61469179	-999999	883.7
2:53:00 PM	0.6147064	-999999	883.7
2:53:01 PM	0.61470014	-999999	883.7
2:53:02 PM	0.61469668	-999999	883.7
2:53:03 PM	0.6147083	-999999	883.6
2:53:04 PM	0.61471105	-999999	883.6
2:53:05 PM	0.61469948	-999999	883.6
2:53:06 PM	0.6146943	-999999	883.6
2:53:07 PM	0.61472392	-999999	883.6
2:53:08 PM	0.61470068	-999999	883.7
2:53:09 PM	0.61472178	-999999	883.7
2:53:10 PM	0.61471659	-999999	883.7
2:53:11 PM	0.61471272	-999999	883.7
2:53:12 PM	0.6146993	-999999	883.7
2:53:13 PM	0.61470705	-999999	883.6
2:53:14 PM	0.61469966	-999999	883.6
2:53:15 PM	0.61471808	-999999	883.7
2:53:16 PM	0.61471921	-999999	883.7
2:53:17 PM	0.61469746	-999999	883.7
2:53:18 PM	0.61472225	-999999	883.6
2:53:19 PM	0.61471009	-999999	883.7
2:53:20 PM	0.61472595	-999999	883.7
2:53:21 PM	0.61470151	-999999	883.7
2:53:22 PM	0.6147269	-999999	883.7
2:53:23 PM	0.61472446	-999999	883.7
2:53:24 PM	0.61473036	-999999	883.7
2:53:25 PM	0.61471361	-999999	883.7
2:53:26 PM	0.61473501	-999999	883.7
2:53:27 PM	0.61470884	-999999	883.6
2:53:28 PM	0.6147179	-999999	883.6
2:53:29 PM	0.61472863	-999999	883.6
2:53:30 PM	0.61473113	-999999	883.7
2:53:31 PM	0.61472374	-999999	883.7
2:53:32 PM	0.61472577	-999999	883.6
2:53:33 PM	0.61472589	-999999	883.7
2:53:34 PM	0.61471635	-999999	883.7
2:53:35 PM	0.61472064	-999999	883.6
2:53:36 PM	0.61473602	-999999	883.6
2:53:37 PM	0.61471575	-999999	883.7
2:53:38 PM	0.61473823	-999999	883.7
2:53:39 PM	0.6147334	-999999	883.7
2:53:40 PM	0.61473274	-999999	883.7
2:53:41 PM	0.61473203	-999999	883.7
2:53:42 PM	0.61472338	-999999	883.6
2:53:43 PM	0.61471963	-999999	883.6
2:53:44 PM	0.61472881	-999999	883.6
2:53:45 PM	0.61474907	-999999	883.6
2:53:46 PM	0.61472279	-999999	883.7
2:53:47 PM	0.61473197	-999999	883.7
2:53:48 PM	0.61473304	-999999	883.7
2:53:49 PM	0.61471605	-999999	883.7
2:53:50 PM	0.61473602	-999999	883.6
2:53:51 PM	0.61474532	-999999	883.7
2:53:52 PM	0.61473572	-999999	883.7
2:53:53 PM	0.61473674	-999999	883.7
2:53:54 PM	0.61474359	-999999	883.6
2:53:55 PM	0.61473429	-999999	883.6
2:53:56 PM	0.61473894	-999999	883.6
2:53:57 PM	0.61475378	-999999	883.6
2:53:58 PM	0.61472732	-999999	883.7
2:53:59 PM	0.61474836	-999999	883.6
2:54:00 PM	0.61473143	-999999	883.7
2:54:01 PM	0.61474007	-999999	883.7
2:54:02 PM	0.61474788	-999999	883.6
2:54:03 PM	0.61473066	-999999	883.6
2:54:04 PM	0.61472464	-999999	883.7
2:54:05 PM	0.6147331	-999999	883.6
2:54:06 PM	0.61472148	-999999	883.6
2:54:07 PM	0.6147334	-999999	883.6
2:54:08 PM	0.61474621	-999999	883.6
2:54:09 PM	0.61475515	-999999	883.6
2:54:10 PM	0.61472762	-999999	883.7
2:54:11 PM	0.61473733	-999999	883.6
2:54:12 PM	0.61473221	-999999	883.6
2:54:13 PM	0.61473686	-999999	883.7
2:54:14 PM	0.61473924	-999999	883.7
2:54:15 PM	0.61472708	-999999	883.7
2:54:16 PM	0.61474562	-999999	883.7
2:54:17 PM	0.61474705	-999999	883.6
2:54:18 PM	0.61475658	-999999	883.7
2:54:19 PM	0.61473054	-999999	883.7
2:54:20 PM	0.61473602	-999999	883.6
2:54:21 PM	0.6147427	-999999	883.7
5cm - 5min late			
2:54:22 PM	0.61474001	-999999	883.6
2:54:23 PM	0.61473656	-999999	883.6
2:54:24 PM	0.61474568	-999999	883.7
2:54:25 PM	0.61474085	-999999	883.6
2:54:26 PM	0.61475158	-999999	883.6
2:54:27 PM	0.61472225	-999999	883.7
2:54:28 PM	0.61474323	-999999	883.7
2:54:29 PM	0.61474544	-999999	883.7
2:54:30 PM	0.61474437	-999999	883.6
2:54:31 PM	0.61475754	-999999	883.7
2:54:32 PM	0.61472392	-999999	883.7
2:54:33 PM	0.61472327	-999999	883.7
2:54:34 PM	0.61474276	-999999	883.7
2:54:35 PM	0.61475462	-999999	883.7
2:54:36 PM	0.6147356	-999999	883.7
2:54:37 PM	0.61474413	-999999	883.6
2:54:38 PM	0.61474991	-999999	883.7
2:54:39 PM	0.61473757	-999999	883.7
2:54:40 PM	0.61474192	-999999	883.7
2:54:41 PM	0.61474282	-999999	883.7
2:54:42 PM	0.61475903	-999999	883.7
2:54:43 PM	0.61473972	-999999	883.7
2:54:44 PM	0.61473811	-999999	883.7
2:54:45 PM	0.61473751	-999999	883.7
2:54:46 PM	0.61473316	-999999	883.7
2:54:47 PM	0.61476082	-999999	883.6
2:54:48 PM	0.61474633	-999999	883.6
2:54:49 PM	0.61475444	-999999	883.7
2:54:50 PM	0.61474472	-999999	883.7
2:54:51 PM	0.61474544	-999999	883.7
2:54:52 PM	0.61475891	-999999	883.7
2:54:53 PM	0.61475062	-999999	883.7
2:54:54 PM	0.61475569	-999999	883.6
2:54:55 PM	0.61475521	-999999	883.7
2:54:56 PM	0.61475408	-999999	883.7
2:54:57 PM	0.61476892	-999999	883.6
2:54:58 PM	0.6147604	-999999	883.6
2:54:59 PM	0.61475593	-999999	883.7
2:55:00 PM	0.61476266	-999999	883.6
2:55:01 PM	0.61475348	-999999	883.7
2:55:02 PM	0.61473829	-999999	883.7
2:55:03 PM	0.61475486	-999999	883.6
2:55:04 PM	0.61475033	-999999	883.7
2:55:05 PM	0.61475152	-999999	883.7
2:55:06 PM	0.61476451	-999999	883.6
2:55:07 PM	0.61473954	-999999	883.7
2:55:08 PM	0.61476135	-999999	883.6
2:55:09 PM	0.61475676	-999999	883.6
2:55:10 PM	0.61474729	-999999	883.6
2:55:11 PM	0.61474007	-999999	883.6
2:55:12 PM	0.61475784	-999999	883.7
2:55:13 PM	0.61476034	-999999	883.7
2:55:14 PM	0.61474651	-999999	883.7
2:55:15 PM	0.61476505	-999999	883.6
2:55:16 PM	0.61474472	-999999	883.7
2:55:17 PM	0.61477125	-999999	883.6
2:55:18 PM	0.61476415	-999999	883.6
2:55:19 PM	0.6147458	-999999	883.6
2:55:20 PM	0.61475766	-999999	883.6
2:55:21 PM	0.61475027	-999999	883.7
2:55:22 PM	0.61474162	-999999	883.6
2:55:23 PM	0.61474544	-999999	883.6
2:55:24 PM	0.61476636	-999999	883.7
2:55:25 PM	0.6147362	-999999	883.6
2:55:26 PM	0.6147607	-999999	883.6
2:55:27 PM	0.61476409	-999999	883.6
2:55:28 PM	0.61476976	-999999	883.6
2:55:29 PM	0.61475098	-999999	883.7
2:55:30 PM	0.61476445	-999999	883.6
2:55:31 PM	0.61475605	-999999	883.7
2:55:32 PM	0.61474168	-999999	883.6
2:55:33 PM	0.61476505	-999999	883.6
2:55:34 PM	0.61474603	-999999	883.7
2:55:35 PM	0.61475641	-999999	883.7
2:55:36 PM	0.61475623	-999999	883.7
2:55:37 PM	0.61476582	-999999	883.6
2:55:38 PM	0.61475658	-999999	883.6
2:55:39 PM	0.61476332	-999999	883.7
2:55:40 PM	0.6147598	-999999	883.7
2:55:41 PM	0.61477059	-999999	883.7
2:55:42 PM	0.61476433	-999999	883.6
2:55:43 PM	0.61476445	-999999	883.7
2:55:44 PM	0.61476213	-999999	883.6
2:55:45 PM	0.61477345	-999999	883.6
2:55:46 PM	0.61476064	-999999	883.6
2:55:47 PM	0.61475819	-999999	883.6
2:55:48 PM	0.61474711	-999999	883.6
2:55:49 PM	0.61477	-999999	883.6
2:55:50 PM	0.61474925	-999999	883.6
2:55:51 PM	0.61477494	-999999	883.7
2:55:52 PM	0.61476105	-999999	883.6
2:55:53 PM	0.61477274	-999999	883.6
2:55:54 PM	0.6147632	-999999	883.7
2:55:55 PM	0.61475861	-999999	883.7
2:55:56 PM	0.6147539	-999999	883.7
2:55:57 PM	0.61474866	-999999	883.6
2:55:58 PM	0.61475617	-999999	883.6
2:55:59 PM	0.61475396	-999999	883.6
2:56:00 PM	0.61474669	-999999	883.7
2:56:01 PM	0.61477447	-999999	883.7
2:56:02 PM	0.61478013	-999999	883.7
2:56:03 PM	0.61477154	-999999	883.6
2:56:04 PM	0.6147669	-999999	883.7
2:56:05 PM	0.61477482	-999999	883.7
2:56:06 PM	0.61477941	-999999	883.6
2:56:07 PM	0.61475694	-999999	883.7
2:56:08 PM	0.61477917	-999999	883.6
2:56:09 PM	0.61478013	-999999	883.6
2:56:10 PM	0.61478043	-999999	883.6
2:56:11 PM	0.614784	-999999	883.6
2:56:12 PM	0.6147595	-999999	883.7
2:56:13 PM	0.61477882	-999999	883.6
2:56:14 PM	0.61475706	-999999	883.6
2:56:15 PM	0.61476123	-999999	883.6
2:56:16 PM	0.61476588	-999999	883.6
2:56:17 PM	0.61475426	-999999	883.6
2:56:18 PM	0.61477184	-999999	883.6
2:56:19 PM	0.6147694	-999999	883.6
2:56:20 PM	0.61476773	-999999	883.6
2:56:21 PM	0.61475968	-999999	883.6
2:56:22 PM	0.61478186	-999999	883.7
2:56:23 PM	0.61478341	-999999	883.6
2:56:24 PM	0.61478442	-999999	883.6
2:56:25 PM	0.6147638	-999999	883.6
2:56:26 PM	0.61476046	-999999	883.7
2:56:27 PM	0.61476737	-999999	883.6
2:56:28 PM	0.61478227	-999999	883.7
2:56:29 PM	0.61477685	-999999	883.7
2:56:30 PM	0.61477911	-999999	883.6
2:56:31 PM	0.61477667	-999999	883.6
2:56:32 PM	0.6147781	-999999	883.6
2:56:33 PM	0.61479306	-999999	883.6
2:56:34 PM	0.61476511	-999999	883.7
2:56:35 PM	0.6147719	-999999	883.6
2:56:36 PM	0.61477411	-999999	883.6
2:56:37 PM	0.61476564	-999999	883.6
2:56:38 PM	0.61479145	-999999	883.7
2:56:39 PM	0.61476994	-999999	883.6
2:56:40 PM	0.61477309	-999999	883.7
2:56:41 PM	0.61477655	-999999	883.7
2:56:42 PM	0.6147691	-999999	883.7
2:56:43 PM	0.61477399	-999999	883.6
2:56:44 PM	0.61476308	-999999	883.7
2:56:45 PM	0.61477035	-999999	883.7
2:56:46 PM	0.61478293	-999999	883.7
2:56:47 PM	0.61478019	-999999	883.7
2:56:48 PM	0.61478829	-999999	883.7
2:56:49 PM	0.61478949	-999999	883.6
2:56:50 PM	0.61477768	-999999	883.6
2:56:51 PM	0.61477286	-999999	883.7
2:56:52 PM	0.61478692	-999999	883.7
2:56:53 PM	0.61477506	-999999	883.6
2:56:54 PM	0.6147725	-999999	883.7
2:56:55 PM	0.61477727	-999999	883.6
2:56:56 PM	0.61477709	-999999	883.6
2:56:57 PM	0.61477691	-999999	883.7
2:56:58 PM	0.61478394	-999999	883.6
2:56:59 PM	0.61477965	-999999	883.7
2:57:00 PM	0.6147806	-999999	883.7
2:57:01 PM	0.61479479	-999999	883.6
2:57:02 PM	0.61478108	-999999	883.7
2:57:03 PM	0.61478478	-999999	883.6
2:57:04 PM	0.61478025	-999999	883.7
2:57:05 PM	0.61478388	-999999	883.6
2:57:06 PM	0.61478299	-999999	883.6
2:57:07 PM	0.61476803	-999999	883.6
2:57:08 PM	0.61478186	-999999	883.6
2:57:09 PM	0.61479336	-999999	883.6
2:57:10 PM	0.61477911	-999999	883.6
2:57:11 PM	0.61479557	-999999	883.6
2:57:12 PM	0.61479688	-999999	883.6
2:57:13 PM	0.61479598	-999999	883.6
2:57:14 PM	0.61479932	-999999	883.6
2:57:15 PM	0.61479807	-999999	883.7
2:57:16 PM	0.61480105	-999999	883.7
2:57:17 PM	0.61480278	-999999	883.6
2:57:18 PM	0.6147958	-999999	883.6
2:57:19 PM	0.61478961	-999999	883.6
2:57:20 PM	0.61480981	-999999	883.6
2:57:21 PM	0.61480141	-999999	883.7
2:57:22 PM	0.6147781	-999999	883.7
2:57:23 PM	0.61478865	-999999	883.6
2:57:24 PM	0.61479211	-999999	883.6
2:57:25 PM	0.6147874	-999999	883.7
2:57:26 PM	0.61478812	-999999	883.7
2:57:27 PM	0.61479151	-999999	883.6
2:57:28 PM	0.61477321	-999999	883.6
2:57:29 PM	0.61479163	-999999	883.6
2:57:30 PM	0.61479449	-999999	883.7
2:57:31 PM	0.61476856	-999999	883.7
2:57:32 PM	0.61479092	-999999	883.6
2:57:33 PM	0.61478233	-999999	883.7
2:57:34 PM	0.61479139	-999999	883.7
2:57:35 PM	0.61479384	-999999	883.7
2:57:36 PM	0.61478311	-999999	883.6
2:57:37 PM	0.61478245	-999999	883.6
2:57:38 PM	0.61476964	-999999	883.7
2:57:39 PM	0.61478364	-999999	883.6
2:57:40 PM	0.61477643	-999999	883.6
2:57:41 PM	0.61480212	-999999	883.7
2:57:42 PM	0.61478484	-999999	883.7
2:57:43 PM	0.61478597	-999999	883.7
2:57:44 PM	0.61478961	-999999	883.7
2:57:45 PM	0.61479133	-999999	883.7
2:57:46 PM	0.61478227	-999999	883.7
2:57:47 PM	0.614788	-999999	883.7
2:57:48 PM	0.61477983	-999999	883.7
2:57:49 PM	0.61478096	-999999	883.7
2:57:50 PM	0.61479777	-999999	883.7
2:57:51 PM	0.61479348	-999999	883.7
2:57:52 PM	0.61479557	-999999	883.6
2:57:53 PM	0.61478853	-999999	883.6
2:57:54 PM	0.61480355	-999999	883.7
2:57:55 PM	0.61480498	-999999	883.6
2:57:56 PM	0.61480308	-999999	883.6
2:57:57 PM	0.61481071	-999999	883.7
2:57:58 PM	0.61478978	-999999	883.7
2:57:59 PM	0.61479837	-999999	883.6
2:58:00 PM	0.61480695	-999999	883.7
2:58:01 PM	0.61480671	-999999	883.7
2:58:02 PM	0.61479998	-999999	883.6
2:58:03 PM	0.61481333	-999999	883.6
2:58:04 PM	0.61479247	-999999	883.6
2:58:05 PM	0.61478323	-999999	883.7
2:58:06 PM	0.61479872	-999999	883.7
2:58:07 PM	0.61478782	-999999	883.6
2:58:08 PM	0.6148029	-999999	883.6
2:58:09 PM	0.61480612	-999999	883.7
2:58:10 PM	0.61477846	-999999	883.7
2:58:11 PM	0.61478156	-999999	883.7
2:58:12 PM	0.61480987	-999999	883.7
2:58:13 PM	0.61480457	-999999	883.7
2:58:14 PM	0.61481112	-999999	883.7
2:58:15 PM	0.61480671	-999999	883.7
2:58:16 PM	0.61480629	-999999	883.7
2:58:17 PM	0.6148172	-999999	883.7
2:58:18 PM	0.61481535	-999999	883.6
2:58:19 PM	0.61482066	-999999	883.6
2:58:20 PM	0.61480558	-999999	883.7
2:58:21 PM	0.61481416	-999999	883.6
2:58:22 PM	0.61481458	-999999	883.7
2:58:23 PM	0.61481023	-999999	883.7
2:58:24 PM	0.61481172	-999999	883.6
2:58:25 PM	0.61479509	-999999	883.7
2:58:26 PM	0.61480373	-999999	883.7
2:58:27 PM	0.61480802	-999999	883.7
2:58:28 PM	0.61480027	-999999	883.7
2:58:29 PM	0.61478442	-999999	883.7
2:58:30 PM	0.61480111	-999999	883.6
2:58:31 PM	0.61481386	-999999	883.7
2:58:32 PM	0.61480373	-999999	883.7
2:58:33 PM	0.61481065	-999999	883.7
2:58:34 PM	0.61479598	-999999	883.7
2:58:35 PM	0.61480504	-999999	883.7
2:58:36 PM	0.61480057	-999999	883.7
2:58:37 PM	0.61479878	-999999	883.7
2:58:38 PM	0.61481065	-999999	883.7
2:58:39 PM	0.61480188	-999999	883.6
2:58:40 PM	0.61478829	-999999	883.7
2:58:41 PM	0.61480379	-999999	883.7
2:58:42 PM	0.61479688	-999999	883.7
2:58:43 PM	0.61479878	-999999	883.6
2:58:44 PM	0.61481005	-999999	883.7
2:58:45 PM	0.61481696	-999999	883.7
2:58:46 PM	0.61480927	-999999	883.7
2:58:47 PM	0.61480629	-999999	883.6
2:58:48 PM	0.61481613	-999999	883.6
2:58:49 PM	0.6148147	-999999	883.6
2:58:50 PM	0.61482012	-999999	883.7
2:58:51 PM	0.6148178	-999999	883.6
2:58:52 PM	0.61481833	-999999	883.6
2:58:53 PM	0.61481375	-999999	883.7
2:58:54 PM	0.61481047	-999999	883.7
2:58:55 PM	0.61483091	-999999	883.6
2:58:56 PM	0.61480427	-999999	883.7
2:58:57 PM	0.61479777	-999999	883.7
2:58:58 PM	0.61479563	-999999	883.7
2:58:59 PM	0.61481291	-999999	883.6
2:59:00 PM	0.61480349	-999999	883.7
2:59:01 PM	0.61478943	-999999	883.7
2:59:02 PM	0.61480159	-999999	883.7
2:59:03 PM	0.6148026	-999999	883.6
2:59:04 PM	0.61481887	-999999	883.6
2:59:05 PM	0.61481655	-999999	883.7
2:59:06 PM	0.61481142	-999999	883.7
2:59:07 PM	0.61480266	-999999	883.6
2:59:08 PM	0.61482507	-999999	883.7
2:59:09 PM	0.61479467	-999999	883.6
2:59:10 PM	0.61481196	-999999	883.6
2:59:11 PM	0.61481053	-999999	883.6
2:59:12 PM	0.61482465	-999999	883.6
2:59:13 PM	0.61482257	-999999	883.6
2:59:14 PM	0.61481935	-999999	883.6
2:59:15 PM	0.6147995	-999999	883.6
2:59:16 PM	0.61481845	-999999	883.6
2:59:17 PM	0.61481917	-999999	883.7
2:59:18 PM	0.61480528	-999999	883.6
2:59:19 PM	0.61480302	-999999	883.6
2:59:20 PM	0.61482072	-999999	883.6
2:59:21 PM	0.61481059	-999999	883.6
2:59:22 PM	0.61480683	-999999	883.6
2:59:23 PM	0.61480618	-999999	883.6
2:59:24 PM	0.61481112	-999999	883.6
2:59:25 PM	0.61481613	-999999	883.7
2:59:26 PM	0.61481309	-999999	883.6
2:59:27 PM	0.61480802	-999999	883.7
